Chr	Start	End	GeneID	Symbol	Description	Region	DistanceTSS	logFC	pValue	FDR	Direction
chr9	21202152	21202552	ENSMUSG00000096472	Cdkn2d	cyclin dependent kinase inhibitor 2D	Promoter (<=1kb)	0	0.411217872194029	0.0022002185874465	0.00557775046514335	treated
chr5	21391214	21391614	ENSMUSG00000039934	Gsap	gamma-secretase activating protein	Promoter (<=1kb)	0	0.420362463362444	0.0022061482041514603	0.00559130676848971	treated
chr11	75918244	75918644	ENSMUSG00000020846	Rflnb	refilin B	Promoter (<=1kb)	0	0.48590790327935396	0.00220633041520787	0.00559130676848971	treated
chr9	45749872	45750272	ENSMUSG00000032086	Bace1	beta-site APP cleaving enzyme 1	Promoter (<=1kb)	29	0.41569919470080396	0.00221125203920405	0.005602808682638579	treated
chr14	31216943	31217343	ENSMUSG00000021891	Mettl6	methyltransferase like 6	Promoter (<=1kb)	0	0.4262941536652629	0.00221193679176444	0.00560357320580324	treated
chr6	125326804	125327204	ENSMUSG00000030341	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	Promoter (<=1kb)	118	0.439374028129846	0.0022145701188342197	0.00560803273696735	treated
chr8	23143212	23143612	ENSMUSG00000031536	Polb	polymerase (DNA directed), beta	Promoter (<=1kb)	0	0.388212620696605	0.0022148394750960898	0.00560803273696735	treated
chr10	127871442	127871842	ENSMUSG00000061315	Naca	nascent polypeptide-associated complex alpha polypeptide	Promoter (<=1kb)	227	0.46308157899019803	0.0022148471055500603	0.00560803273696735	treated
chr18	88990046	88990446	ENSMUSG00000098676	Mir6359	microRNA 6359	Promoter (<=1kb)	0	0.46336580720948906	0.00221775198110508	0.005614416245642379	treated
chr11	108811317	108811717	ENSMUSG00000000142	Axin2	axin 2	Promoter (<=1kb)	142	0.535599205350185	0.0022235831711550197	0.00562723089327071	treated
chr4	155845235	155845635	ENSMUSG00000029036	Atad3a	ATPase family, AAA domain containing 3A	Promoter (<=1kb)	0	0.43624937386397494	0.0022251554789638897	0.00562927871278024	treated
chr3	122067959	122068359	ENSMUSG00000039756	Dnttip2	deoxynucleotidyltransferase, terminal, interacting protein 2	Promoter (<=1kb)	0	0.450307030555529	0.0022251619136027397	0.00562927871278024	treated
chr18	75133507	75133907	ENSMUSG00000062328	Rpl17	ribosomal protein L17	Promoter (<=1kb)	0	0.432357176462746	0.0022282641124767603	0.00563615213788641	treated
chr11	94966912	94967312	ENSMUSG00000001507	Itga3	integrin alpha 3	Promoter (<=1kb)	228	0.43973281962096994	0.0022304594587462	0.005639754905194761	treated
chr10	79752442	79752842	ENSMUSG00000035781	R3hdm4	R3H domain containing 4	Promoter (<=1kb)	0	0.367986289701844	0.00223361492008362	0.0056467576085749704	treated
chr11	96740616	96741016	ENSMUSG00000018672	Copz2	coatomer protein complex, subunit zeta 2	Promoter (<=1kb)	0	0.46122083563726	0.00223425635046473	0.00564740331846907	treated
chr11	59118696	59119096	ENSMUSG00000048076	Arf1	ADP-ribosylation factor 1	Promoter (<=1kb)	0	0.480619193512062	0.00223655084336392	0.00565222643607086	treated
chr15	78686637	78687037	ENSMUSG00000033170	Card10	caspase recruitment domain family, member 10	Promoter (<=1kb)	205	0.436479502656456	0.00223866098722931	0.00565658207999391	treated
chr8	46453044	46453444	ENSMUSG00000050914	Ankrd37	ankyrin repeat domain 37	Promoter (<=1kb)	-157	0.39362080517748294	0.00224524763463448	0.005672245362580279	treated
chrX	72965147	72965547	ENSMUSG00000031388	Naa10	N(alpha)-acetyltransferase 10, NatA catalytic subunit	Promoter (<=1kb)	3	0.421761686688086	0.00224754283592834	0.0056770634823259	treated
chr14	57049412	57049812	ENSMUSG00000100017	2410022M11Rik	RIKEN cDNA 2410022M11 gene	Promoter (<=1kb)	0	0.499052651810829	0.00224895536606415	0.0056796507863833105	treated
chr11	78717413	78717813	ENSMUSG00000072640	Lyrm9	LYR motif containing 9	Promoter (<=1kb)	0	0.510868564163241	0.00225099798717024	0.00568382819335531	treated
chr5	114951704	114952104	ENSMUSG00000072694	1500011B03Rik	RIKEN cDNA 1500011B03 gene	Promoter (<=1kb)	0	0.511150036888614	0.00225193842548449	0.005685221598764121	treated
chr11	100628697	100629097	ENSMUSG00000019173	Rab5c	RAB5C, member RAS oncogene family	Promoter (<=1kb)	0	0.391980828484943	0.0022557335574938803	0.00569382021154856	treated
chr17	33135570	33135970	ENSMUSG00000024292	Cyp4f14	cytochrome P450, family 4, subfamily f, polypeptide 14	Promoter (<=1kb)	91	-0.508068153525849	0.0022588285201690004	0.0057006488269919706	control
chr5	31359297	31359697	ENSMUSG00000043059	Zfp513	zinc finger protein 513	Promoter (<=1kb)	0	0.38309758508800296	0.0022599035376006803	0.0057023781916347	treated
chr12	30961479	30961879	ENSMUSG00000044573	Acp1	acid phosphatase 1, soluble	Promoter (<=1kb)	0	0.395649943396595	0.00226215962833545	0.005707086629168421	treated
chr7	19654532	19654932	ENSMUSG00000040511	Pvr	poliovirus receptor	Promoter (<=1kb)	136	0.533137541385469	0.00226358847655084	0.00570970679516185	treated
chr5	146885472	146885872	ENSMUSG00000016503	Gtf3a	general transcription factor III A	Promoter (<=1kb)	5	0.521471945060474	0.00226601656452694	0.00571484611946718	treated
chr5	92457540	92457940	ENSMUSG00000029415	Sdad1	SDA1 domain containing 1	Promoter (<=1kb)	0	0.39639656447510707	0.0022693581566167	0.00572228711328891	treated
chr7	26895227	26895627	ENSMUSG00000078786	BC024978	cDNA sequence BC024978	Promoter (<=1kb)	21	0.436342762800644	0.00227321279151105	0.0057310189798047	treated
chr12	3359492	3359892	ENSMUSG00000020671	Rab10	RAB10, member RAS oncogene family	Promoter (<=1kb)	77	0.536036104782582	0.00227508650138219	0.00573475456843926	treated
chr11	75238835	75239235	ENSMUSG00000000751	Rpa1	replication protein A1	Promoter (<=1kb)	0	0.39020816816162496	0.0022788239147351896	0.00574219667112915	treated
chr16	31767020	31767420	ENSMUSG00000107002	0610012G03Rik	RIKEN cDNA 0610012G03 gene	Promoter (<=1kb)	0	0.424719807829564	0.00228117108838764	0.00574653599932112	treated
chr4	137196066	137196466	ENSMUSG00000028763	Hspg2	perlecan (heparan sulfate proteoglycan 2)	Promoter (<=1kb)	0	0.56825394594659	0.0022813315846928897	0.00574653599932112	treated
chr11	62493618	62494018	ENSMUSG00000064437	Snord49b	small nucleolar RNA, C/D box 49B	Promoter (<=1kb)	0	0.36800605664082797	0.00228384467568352	0.00575187598644343	treated
chr10	57408232	57408632	ENSMUSG00000019877	Serinc1	serine incorporator 1	Promoter (<=1kb)	0	0.47218341213959797	0.0022861155384669898	0.00575657171756382	treated
chr11	60005785	60006185	ENSMUSG00000051008	4930412M03Rik	RIKEN cDNA 4930412M03 gene	Promoter (<=1kb)	0	0.46444241169834705	0.00228649612103646	0.00575657171756382	treated
chr7	127344897	127345297	ENSMUSG00000030811	Fbxl19	F-box and leucine-rich repeat protein 19	Promoter (<=1kb)	-153	-0.531882029408348	0.00228796305235167	0.00575885052531626	control
chr6	146479357	146479757	ENSMUSG00000040242	Fgfr1op2	FGFR1 oncogene partner 2	Promoter (<=1kb)	0	0.45697476172859003	0.00228818852383208	0.00575885052531626	treated
chr4	124587065	124587465	ENSMUSG00000028907	Utp11	UTP11 small subunit processome component	Promoter (<=1kb)	0	0.42603817635076596	0.00228987530547525	0.00576210452684949	treated
chr7	44665096	44665496	ENSMUSG00000038406	Scaf1	SR-related CTD-associated factor 1	Promoter (<=1kb)	177	0.411319402802398	0.00229374226617765	0.00577084253726207	treated
chr9	21709586	21709986	ENSMUSG00000032194	Kank2	KN motif and ankyrin repeat domains 2	Promoter (<=1kb)	0	0.40022221797434004	0.00229427103061427	0.00577118039509744	treated
chr1	4855603	4856003	ENSMUSG00000033845	Mrpl15	mitochondrial ribosomal protein L15	Promoter (<=1kb)	0	0.442397184149729	0.00229542438888162	0.00577139566426305	treated
chr15	102204584	102204984	ENSMUSG00000058290	Espl1	extra spindle pole bodies 1, separase	Promoter (<=1kb)	0	0.44175522538969203	0.0022955400799963602	0.00577139566426305	treated
chr9	102503320	102503720	ENSMUSG00000032534	Cep63	centrosomal protein 63	Promoter (<=1kb)	0	0.405825929404508	0.00229611794524918	0.00577185662182054	treated
chr11	97078817	97079217	ENSMUSG00000001440	Kpnb1	karyopherin (importin) beta 1	Promoter (<=1kb)	-99	0.449551651632056	0.0023000312778987397	0.00578070049745036	treated
chr10	59787192	59787592	ENSMUSG00000020108	Ddit4	DNA-damage-inducible transcript 4	Promoter (<=1kb)	0	0.42293532577024795	0.00230224456965673	0.00578526933254518	treated
chr2	181138905	181139305	ENSMUSG00000000827	Tpd52l2	tumor protein D52-like 2	Promoter (<=1kb)	0	0.395783339848615	0.00230766567179359	0.0057978651044194	treated
chr19	43429023	43429423	ENSMUSG00000025189	Cnnm1	cyclin M1	Promoter (<=1kb)	171	0.715997862851887	0.0023083884679237	0.0057978651044194	treated
chr14	123150262	123150662	ENSMUSG00000075463	4930594M22Rik	RIKEN cDNA 4930594M22 gene	Promoter (<=1kb)	0	0.402715450354549	0.00230844594895714	0.0057978651044194	treated
chr6	33036849	33037249	ENSMUSG00000053768	Chchd3	coiled-coil-helix-coiled-coil-helix domain containing 3	Promoter (<=1kb)	0	0.461047887878655	0.00230924763456329	0.00579840581920605	treated
chr4	34614638	34615038	ENSMUSG00000028292	Rars2	arginyl-tRNA synthetase 2, mitochondrial	Promoter (<=1kb)	0	0.38381089857130396	0.0023115817180371103	0.005802752322388961	treated
chr19	10872648	10873048	ENSMUSG00000024735	Prpf19	pre-mRNA processing factor 19	Promoter (<=1kb)	53	0.485191771411627	0.00231295161365478	0.00580519507767533	treated
chr17	45866558	45866958	ENSMUSG00000023947	Nfkbie	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, epsilon	Promoter (<=1kb)	0	0.466357433421318	0.00231354438332198	0.00580568684871364	treated
chr18	35631583	35631983	ENSMUSG00000024357	Sil1	endoplasmic reticulum chaperone SIL1 homolog (S. cerevisiae)	Promoter (<=1kb)	0	0.430136124798295	0.0023208267898147898	0.00582096621549637	treated
chr3	19242359	19242759	ENSMUSG00000027601	Mtfr1	mitochondrial fission regulator 1	Promoter (<=1kb)	0	0.42904455045926293	0.00232849937534585	0.00583920909518508	treated
chr1	165591273	165591673	ENSMUSG00000040713	Creg1	cellular repressor of E1A-stimulated genes 1	Promoter (<=1kb)	0	0.470996064218256	0.00233123680723503	0.00584407033753401	treated
chr13	51799429	51799829	ENSMUSG00000062248	Cks2	CDC28 protein kinase regulatory subunit 2	Promoter (<=1kb)	161	0.441385257750894	0.00233927021724646	0.00586320426217505	treated
chr2	126975527	126975927	ENSMUSG00000034906	Ncaph	non-SMC condensin I complex, subunit H	Promoter (<=1kb)	0	0.396493663376302	0.0023397298902355103	0.00586335188320409	treated
chr14	54598250	54598650	ENSMUSG00000000959	Oxa1l	oxidase assembly 1-like	Promoter (<=1kb)	0	0.470701077033825	0.0023443214703921	0.00587385221987264	treated
chr16	96162880	96163280	ENSMUSG00000000159	Igsf5	immunoglobulin superfamily, member 5	Promoter (<=1kb)	0	-0.623850838926547	0.0023479710706985103	0.00588198917197246	control
chr14	64097681	64098081	ENSMUSG00000021958	Pinx1	PIN2/TERF1 interacting, telomerase inhibitor 1	Promoter (<=1kb)	0	0.39092269440576793	0.0023517944313883	0.00589055855696127	treated
chr11	119281049	119281449	ENSMUSG00000088015	Mir1932	microRNA 1932	Promoter (<=1kb)	0	0.4680555933052679	0.00235677074635843	0.00590100222817454	treated
chr11	83182433	83182833	ENSMUSG00000093483	AA465934	expressed sequence AA465934	Promoter (<=1kb)	0	-0.548265516170709	0.00235751505135699	0.00590185578394126	control
chr8	107877210	107877610	ENSMUSG00000031924	Cyb5b	cytochrome b5 type B	Promoter (<=1kb)	0	0.43242460545746797	0.00236300617482239	0.0059145903058428605	treated
chr17	35171131	35171531	ENSMUSG00000092203	1110038B12Rik	RIKEN cDNA 1110038B12 gene	Promoter (<=1kb)	0	0.39696587542946205	0.0023647061970134397	0.00591783299047325	treated
chrX	51253396	51253796	ENSMUSG00000031119	Gpc4	glypican 4	Promoter (<=1kb)	4	0.528436245394846	0.0023709692309906	0.0059324918504177395	treated
chr7	132460893	132461293	ENSMUSG00000030965	Abraxas2	BRISC complex subunit	Promoter (<=1kb)	0	0.44414750215504495	0.00237291844833507	0.00593635377892307	treated
chr14	21898615	21899015	ENSMUSG00000021773	Comtd1	catechol-O-methyltransferase domain containing 1	Promoter (<=1kb)	0	0.543571923069864	0.00237418686780829	0.0059385115192401	treated
chr5	73495463	73495863	ENSMUSG00000029153	Ociad2	OCIA domain containing 2	Promoter (<=1kb)	427	0.49465628534538597	0.0023762646018191604	0.00594213168024717	treated
chr14	29730930	29731330	ENSMUSG00000015970	Chdh	choline dehydrogenase	Promoter (<=1kb)	0	0.39408287627364397	0.00237644651135517	0.00594213168024717	treated
chr18	77031741	77032141	ENSMUSG00000025421	Hdhd2	haloacid dehalogenase-like hydrolase domain containing 2	Promoter (<=1kb)	0	0.409430067349897	0.0023846984970478102	0.00596174624261952	treated
chr7	141027473	141027873	ENSMUSG00000025508	Rplp2	ribosomal protein, large P2	Promoter (<=1kb)	0	0.405157132998109	0.0023868153648488604	0.00596601892836816	treated
chr10	41326336	41326736	ENSMUSG00000019826	Zbtb24	zinc finger and BTB domain containing 24	Promoter (<=1kb)	0	0.453470556759174	0.0023913555144735397	0.0059763462891609	treated
chr10	62437740	62438140	ENSMUSG00000020075	Ddx21	DExD box helicase 21	Promoter (<=1kb)	0	0.43522266451971897	0.00239798307469016	0.005991885974844929	treated
chr17	46638591	46638991	ENSMUSG00000032842	Abcc10	ATP-binding cassette, sub-family C (CFTR/MRP), member 10	Promoter (<=1kb)	0	0.36616555395827793	0.00239864491326398	0.00599251623651845	treated
chr19	8966630	8967030	ENSMUSG00000069833	Ahnak	AHNAK nucleoprotein (desmoyokin)	Promoter (<=1kb)	0	0.5600022626607839	0.0024038645455761	0.00600350602625099	treated
chr5	135093017	135093417	ENSMUSG00000061118	Dnajc30	DnaJ heat shock protein family (Hsp40) member C30	Promoter (<=1kb)	0	0.4379197242943271	0.0024066722790165	0.00600949230961109	treated
chr4	19575112	19575512	ENSMUSG00000028229	Rmdn1	regulator of microtubule dynamics 1	Promoter (<=1kb)	46	0.42849404499624105	0.0024076009808589897	0.00601078538395343	treated
chrX	161612040	161612440	ENSMUSG00000038344	Txlng	taxilin gamma	Promoter (<=1kb)	10	0.471843503099455	0.00240918827594271	0.00601372197185495	treated
chr4	135780322	135780722	ENSMUSG00000059291	Rpl11	ribosomal protein L11	Promoter (<=1kb)	0	0.439977117873668	0.00241869021431365	0.00603332273408504	treated
chr8	75720199	75720599	ENSMUSG00000034518	Hmgxb4	HMG box domain containing 4	Promoter (<=1kb)	0	0.498426703579227	0.00241944604686123	0.0060341792815512794	treated
chr7	3338115	3338515	ENSMUSG00000068566	Myadm	myeloid-associated differentiation marker	Promoter (<=1kb)	552	-0.7597928231024129	0.00242096620488013	0.00603694146538202	control
chr2	163500222	163500622	ENSMUSG00000035268	Pkig	protein kinase inhibitor, gamma	Promoter (<=1kb)	0	0.40675008655165	0.00242631007726863	0.0060471748603816	treated
chr5	108808330	108808730	ENSMUSG00000004815	Dgkq	diacylglycerol kinase, theta	Promoter (<=1kb)	0	0.45288314908877	0.0024291260827819803	0.00605316208330784	treated
chr11	31820849	31821249	ENSMUSG00000020300	Cpeb4	cytoplasmic polyadenylation element binding protein 4	Promoter (<=1kb)	0	0.4506459399361621	0.0024406431309761303	0.00608082578443132	treated
chr1	63152531	63152931	ENSMUSG00000040865	Ino80d	INO80 complex subunit D	Promoter (<=1kb)	495	0.422987132404092	0.00244463178770377	0.00608972638414883	treated
chr7	126086464	126086864	ENSMUSG00000073838	Tufm	Tu translation elongation factor, mitochondrial	Promoter (<=1kb)	0	0.404573024030752	0.00244560508245619	0.00609111378214745	treated
chr5	18565032	18565432	ENSMUSG00000057614	Gnai1	guanine nucleotide binding protein (G protein), alpha inhibiting 1	Promoter (<=1kb)	0	0.625422619970049	0.0024488123837961197	0.00609749513663805	treated
chr10	4662394	4662794	ENSMUSG00000019768	Esr1	estrogen receptor 1 (alpha)	Promoter (2-3kb)	2236	0.7647042242460029	0.0024490628014491303	0.00609749513663805	treated
chr15	81350524	81350924	ENSMUSG00000022400	Rbx1	ring-box 1	Promoter (<=1kb)	7	0.38294924447826706	0.0024521344578499102	0.0061031194710649	treated
chr6	118396069	118396469	ENSMUSG00000030138	Bms1	BMS1, ribosome biogenesis factor	Promoter (<=1kb)	0	0.42093161024404996	0.00245251123515998	0.0061031194710649	treated
chr8	124059272	124059672	ENSMUSG00000010154	Spire2	spire type actin nucleation factor 2	Promoter (<=1kb)	0	0.692018076164158	0.0024539375147298198	0.00610563024498253	treated
chr14	46997950	46998350	ENSMUSG00000037628	Cdkn3	cyclin-dependent kinase inhibitor 3	Promoter (<=1kb)	0	0.502755089557581	0.0024547742128300898	0.00610606170080752	treated
chrX	12539421	12539821	ENSMUSG00000044148	1810030O07Rik	RIKEN cDNA 1810030O07 gene	Promoter (<=1kb)	57	0.42627862397256605	0.00245494565441899	0.00610606170080752	treated
chr11	59340884	59341284	ENSMUSG00000036819	Jmjd4	jumonji domain containing 4	Promoter (<=1kb)	13	0.39848725781680705	0.0024585843285394	0.00611407253553142	treated
chr13	100880653	100881053	ENSMUSG00000061474	Mrps36	mitochondrial ribosomal protein S36	Promoter (<=1kb)	114	0.436054860046435	0.00245907824888904	0.00611426151958645	treated
chr9	63284827	63285227	ENSMUSG00000058444	Map2k5	mitogen-activated protein kinase kinase 5	Promoter (<=1kb)	0	0.416160855049226	0.00246324546949901	0.00612358219520315	treated
chr9	119766286	119766686	ENSMUSG00000032514	Ttc21a	tetratricopeptide repeat domain 21A	Promoter (<=1kb)	0	0.38498887361717604	0.00246697810223182	0.00613077792350119	treated
chr15	94441411	94441811	ENSMUSG00000059883	Irak4	interleukin-1 receptor-associated kinase 4	Promoter (<=1kb)	0	0.463223365191472	0.0024692968679175	0.00613397359137095	treated
chr8	71083705	71084105	ENSMUSG00000038508	Gdf15	growth differentiation factor 15	Promoter (<=1kb)	640	0.413243019564945	0.00246952183548701	0.00613397359137095	treated
chr11	95200736	95201136	ENSMUSG00000038909	Kat7	K(lysine) acetyltransferase 7	Promoter (<=1kb)	0	0.43683778107041404	0.00247499017084069	0.006146512680257911	treated
chr8	3550427	3550827	ENSMUSG00000004567	Mcoln1	mucolipin 1	Promoter (<=1kb)	0	0.38982989332421003	0.00248246665099706	0.00616403379227547	treated
chr11	68792330	68792730	ENSMUSG00000060938	Rpl26	ribosomal protein L26	Promoter (<=1kb)	0	0.44823587518882796	0.0024850392395214	0.006169374524723921	treated
chr12	83643569	83643969	ENSMUSG00000042628	Zfyve1	zinc finger, FYVE domain containing 1	Promoter (<=1kb)	27	0.45270058650364703	0.00248986533593263	0.00618030706900143	treated
chr10	60666879	60667279	ENSMUSG00000020099	Unc5b	unc-5 netrin receptor B	Promoter (<=1kb)	81	0.540558669815816	0.0024910616522601397	0.006182227645897521	treated
chr1	39026782	39027182	ENSMUSG00000026078	Pdcl3	phosducin-like 3	Promoter (<=1kb)	0	0.38539602085735203	0.0024919185007058102	0.0061833052349603	treated
chr10	100424777	100425177	ENSMUSG00000046567	4930430F08Rik	RIKEN cDNA 4930430F08 gene	Promoter (<=1kb)	0	0.39878514924791403	0.0024931492472189303	0.0061853100706821896	treated
